eatery_adddress eatery_cost eatery_cuisine eatery_id eatery_name eatery_F_M_Station  eatery_S_M_Station  eatery_highlights eatery_buffet_price eatery_buffet_details eatery_photos eatery_should_order eatery_popular_reviews eatery_trending eatery_opening_hours eatery_coordinates eatery_rating  eatery_wishlists eatery_title eatery_url converted_epoch eatery_id review_likes review_summary review_text review_time review_url scraped_epoch user_followers user_id user_name user_reviews user_url
     distance name distance name          rating votes              
 Costfor2:Rs.2000 "American, Asian, European, North Indian" 305461 "Monkey Bar" "4.2 km" "Delhi Aerocity Metro Station"   "[u'No Home Delivery', u'Dine-In Available', u'Serves Non Veg', u'Full Bar Available', u'Air Conditioned', u'Pub']"   True StickyDatePudding,SpikedNachos,LiveronToast,MoBarBurger,Flutterfly,Mangaa,ChocolatePotDeCremewithSaltedCaramel,TigerSteak 191 "[u'Trending this Week', u'Kickass Burgers', u""What's Your Poison?""]" "12 Noon to 12:30 AM" 28.5366027778,77.1476750000 4.0 "1547 votes" "Very Good" 2548 https://www.zomato.com/ncr/monkey-bar-vasant-kunj-delhi  305461
                      1409562128 5404361e0d0cee5cefbd6fff 2191406 2791621 0 Write2pri https://www.zomato.com/users/write2pri-2191406 "A very interesting place to hangout with friends.Good music and decent food.We enjoyed the Nachos and the baked potatoes.The only veg salad was a let down...the lettuce was not crisp and the dressing did not generate excitement.The Go Veg burger was nice and soft.The Dessert which was complimentary was Devine!Complimentary because they delayed in bringing the order.A very lovely gesture I must say....Very nice staff and wonderful ambience.....reminded me of Louvre in Paris:)" 305461 "2014-08-31 20:11:30" 5 "Very Good" https://www.zomato.com/review/DNLodq  1409496090.0
                      1409562128 5404361e0d0cee5cefbd7000 168872 2787751 29 "Eesh Sharma" https://www.zomato.com/users/eesh-sharma-168872 "Ok...So this place justifies its name ( not in the literal sense tho)....unlike most of the ncr pubs with dark .... flamboyant ambiences- Monkey bar stands apart with a bright vibrant atmosphere with beautiful see through glasses over the top. Its well put up with graffitis..posters that elate the youth. Service is good and speedy ... however I felt the food (however well presented) was not beyond the average taste of most of the joints in Delhi...All in all a very cool place to hangout with your buddies especially during evenings .... ( a welcome change from all the other enclosed, dark pubs)" 305461 "2014-08-31 18:14:58" 3 Excellent https://www.zomato.com/review/AKKYXZ  1409489098.0
                      1409562128 5404361e0d0cee5cefbd7001 134548 2783521 31 "Pallavi Duggal" https://www.zomato.com/users/pallavi-duggal-134548 "The food is BAD!Falafel sliders were most decent!Apart from thatThe veg burger tastes like road side aloo patty!!Pasta and mee goreng were too saucyEverything with extra oil or deep fried!Go to a roadside place instead your bill would be 300 instead of 3000 for 3 :)" 305461 "2014-08-31 15:54:46" 11 Poor https://www.zomato.com/review/DNNldx  1409480686.0
                      1409562128 5404361e0d0cee5cefbd7002 83433 2772871 17 "Rohan Chowdhury" https://www.zomato.com/users/rohan-chowdhury-83433 "I loved the food menu, the food was yum sorry can't remember the burgers we ordered???? the ambience was nice, the only things I didn't like the fact that we waited for quite a while and our seat was given to someone else and also the music being played was pretty lame my friend correctly stated the music was from 2000 and late???? all in all no damage done, I will come again to try the other burgers on the menu and the cocktails, cheers" 305461 "2014-08-31 09:45:34" 3 Good https://www.zomato.com/review/ovvypQ  1409458534.0
                      1409562128 5404361e0d0cee5cefbd7003 442980 2770361 0 "Ishu Unplugged" https://www.zomato.com/users/ishu-unplugged-442980 "Good for a reasonable yet smart hangout. Food is good. Less options in beer." 305461 "2014-08-31 04:44:51" 5 Good https://www.zomato.com/review/peeynO  1409440491.0
                      1409562128 5404361e0d0cee5cefbd7004 705807 2755751 24 "Sonal Sharma" https://www.zomato.com/users/sonal-sharma-705807 "What a place.. Seriously what a place!From the lovely location.. To the kind of Architecture.. Till the kind of Interiors.. The Ambience.. The people.. And of course, most importantly the thing that gives me immense happiness is the food &amp; the kind of drinks they served!It just turned out to be a very creative place for me.. From having the Monkey touch.. The coasters stating the truth.. Till the kind of crockery &amp; cutlery we were served in.. Too cool!Flutterflies &amp; the Kaala Khatta Whisky were my favourites among all that we ordered!In short, a must visit!Have fun while you can :)" 305461 "2014-08-30 19:26:52" 3 "Very Good" https://www.zomato.com/review/AKKnqB 1 1409407012.0
                      1409562128 5404361e0d0cee5cefbd7005 349648 2733261 1089 "R@je$h : ""Monday Bl..." https://www.zomato.com/rajeshbakhshi "Monkey Bar - Vasant Kunj (New Delhi)You don't have to go to a pub in New York City or Singapore as this place is mind dazzling. 'Gastro Pub' -  a bar and restaurant serving high-end beer and food. Located adjacent to the Mini Cooper Showroom in Vasant Kunj, this place is structured in an amazing and exotic design with glass shelters in a pyramid shape. Transforming from the Punjabi 'theka' culture to western culture of pubs and food, Monkey Bar is a vicious circle of the pub world with enhanced quality of creativity and style for the Indian pub lovers.The similar pub chain operates in Bangalore also....Oops - Bengaluru !! The timings of this pub are from 12 noon to 1 am. Fair and square as children can find access only till 6 pm and beyond which time is meant for the grown-ups only. There was a time in 1990's when big parties were only a few with loud music - food and wine. Nowadays, all you got to do is hit a pub like this and its party time.Glad to...read more" 305461 "2014-08-29 22:54:55" 314  https://www.zomato.com/review/pevMBv 9 1409333095.0
                      1409562128 5404361e0d0cee5cefbd7006 2292 2694031 5 Chandeep https://www.zomato.com/users/chandeep-2292  305461 "2014-08-28 12:48:59" 9 Good https://www.zomato.com/review/PYvgMG  1409210339.0
                      1409562128 5404361e0d0cee5cefbd7007 864960 2671951 8 "Mayura Mathur" https://www.zomato.com/users/mayura-mathur-864960  305461 "2014-08-27 15:35:53" 24  https://www.zomato.com/review/AMPPdz  1409133953.0
                      1409562128 5404361e0d0cee5cefbd7008 448801 2668091 3 "Astha Ghai" https://www.zomato.com/users/astha-ghai-448801 "Monkey Bar, the ambiance is super. They have kept every minute detail in hand what attracts the monkey psychThe posters hanging from the so called branches. Monkey related posters in the ladies washroom.The Food: Galouti Killers: haha! after trying them have a fetish for galouti kebabs all over again. Oh yum!Mo Burger: bacon lover? you must have this. the taste is so good. I guess every bacon lover says this. If not a fan of bacon try the Hamburger that's also good, they serve it with chips so it sums it all up.. :DThere drinks like the LIIT and white wine sangria are too good. Must try!My all time favorite dessert: OLD MONK CHOCOLATE CAKE : the taste of chocolate cake with nuts and a little old monk with it makes the entire meal perfect.Went back home with a blotted tummy = fully gratified." 305461 "2014-08-27 13:05:15" 2 "Very Good" https://www.zomato.com/review/XBKEBo  1409124915.0
