eatery_adddress eatery_cost eatery_cuisine eatery_id eatery_name eatery_F_M_Station  eatery_S_M_Station  eatery_highlights eatery_buffet_price eatery_buffet_details eatery_photos eatery_should_order eatery_popular_reviews eatery_trending eatery_opening_hours eatery_coordinates eatery_rating  eatery_wishlists eatery_title eatery_url converted_epoch eatery_id review_likes review_summary review_text review_time review_url scraped_epoch user_followers user_id user_name user_reviews user_url
     distance name distance name          rating votes              
 Costfor2:Rs.1500 "American, Italian, Lebanese" 307490 "Summer House Cafe" "1.6 km" "Hauz Khas Metro Station" "2.5 km" "Green Park Metro Station" "[u'No Home Delivery', u'Dine-In Available', u'Serves Non Veg', u'Serves Alcohol', u'Air Conditioned', u'Wifi Available', u'Outdoor Seating', u'Live Music', u'Smoking Area']"   True  27  "12 Noon to 1 AM" 28.5524444444,77.2037361111 3.9 "138 votes" "Very Good" 232 https://www.zomato.com/ncr/summer-house-cafe-1-hauz-khas-delhi  307490
                      1409575908 54046be60d0cee7c7014ef15 566613 2728831 427 "Dee Paul" https://www.zomato.com/users/dee-paul-566613 "Summer house cafe is a new beautiful cafe , a fabulous place to hang out without having to worry too much about the parking issues, rather its right where the cars start to get stuck up in long jams during the week ends while going to hauz khas village.  Its located in the Aurbindo market opposite the church. Its made at the same place what used to be Kabila restaurant for many years before they shut down last year.  Coming to Summer house cafe , its made beautifully with sitting available both inside and outside.  The inside sitting is huge and spacious and very well spread out. There is a fabulous bar right in front of you as soon as one enters the restaurant.  The service is good and quick,  music is good.  I loved the whole feel of the place  . We had warm chicken salad and non vegetarian mezze platter, it was basically a quick lunch . The portions are good and the food taste is good.  Planning to go for Sunday brunch in next couple of days  . A must visit....read more" 307490 "2014-08-29 20:17:39" 198  https://www.zomato.com/review/PYKDly 9 1409323659.0
                      1409575909 54046be60d0cee7c7014ef16 1611626 2696721 32 "Suhail Sameer" https://www.zomato.com/users/suhail-sameer-1611626 "Close to the rush of the Hauz Khas village but yet seems far.. lively place for live gigs or sitting in the balcony.. very good menu, and equally good service.. when we went, there was no liquor license, but the food and the setting made up for it. Range and taste of appetisers is especially good.. must visit, especially if parking at HKV is turning out to be a nightmare :)" 307490 "2014-08-28 14:48:07" 35 Excellent https://www.zomato.com/review/DNoKlA  1409217487.0
                      1409575909 54046be60d0cee7c7014ef17 1641331 2693311 48 "Bharatt Khubchandani" https://www.zomato.com/users/bharatt-khubchandani-1641331 "What a place to hang out, good music and really very good food.  Perfect ambience to unwind yourself and a perfect place to have a great time.  Grilled chicken and meat chop are the recommendations what you must try. Good effort by the management to make you comfortable and the best part is that there is no parking issue as compared to places inside hkv. .." 307490 "2014-08-28 12:17:33" 15 Excellent https://www.zomato.com/review/KeNoXP  1409208453.0
                      1409575909 54046be60d0cee7c7014ef18 1618799 2616071 15 "Supriya Chopra" https://www.zomato.com/users/supriya-chopra-1618799 "We decided to go to this place on a Sunday evening with friends. None of us are fond of hauz khaz village though but luckily this one was right in the beginning. It had very loud music. Typical cafe place. Half the things from the menu were not available but whatever was served was good. Presentation was not too gr8. The desserts were also quite average." 307490 "2014-08-25 13:10:53" 11 Good https://www.zomato.com/review/oQnKQD  1408952453.0
                      1409575909 54046be60d0cee7c7014ef19 1270871 2589151 28 "Saum Shipra Singh" https://www.zomato.com/users/saum-shipra-singh-1270871 "Nice Place To Chill.." 307490 "2014-08-24 16:51:23" 7 Average https://www.zomato.com/review/AMYqyB  1408879283.0
                      1409575909 54046be60d0cee7c7014ef1a 777027 2564881 20 "Dipta Suri" https://www.zomato.com/users/dipta-suri-777027 "Well here goes my experience, 1. parking- got it. 2. Music- sucky! Retro on a Saturday night. Disaster! I sent a lil note to the DJ reminding her it's 2014 and play some billboard top 10. I got a boring response back on my note "" today's theme is 80s and 90s"" please send requests for this era"" . seriously! 3. Manager- duh! Needs  some crash course training on hospitality. We waited at the bar hoping to get a table after 45 mins. What do we see..... He's given away tables to people who came in after. He's clearly fit to be door keeper than Manager. So.... Bottom line... Great parking gets you no where! Experience as of 15 mins back. Now off to Hungry Monkey hopeful of better service and a good Saturday evening!" 307490 "2014-08-23 22:17:06" 2 Poor https://www.zomato.com/review/qzwgEp  1408812426.0
                      1409575909 54046be60d0cee7c7014ef1b 410340 2564551 42 "Piyush Suri" https://www.zomato.com/users/piyush-suri-410340 "The place has terrible service and rude managers / servers.I was there on a Saturday night and they were playing retro music. Once I managed to lower my music expectations, I was given the cold shoulder treatment by the manager, refused to give us a table even though the tables were empty. Then we were over charges for our drinks, when we disputed we were told it's not 2+1 but 1+2 so it doesn't matter if we had 1 drinks or 3, wow that's the most ridiculous excuse I've heard." 307490 "2014-08-23 22:06:04" 7 Poor https://www.zomato.com/review/AMYglP  1408811764.0
                      1409575909 54046be60d0cee7c7014ef1c 3470841 2465541 2 "Girish Balachandran" https://www.zomato.com/users/girish-balachandran-3470841 "Lovely interiors and outside seating space. The food is impressive, the non-veg mezze platter we ordered had a good combination of different meats and accompaniments. The lamb chops were a disappointment. The meat was too tough and smothered in sauce. It would have been good to have the option of the sauce on the side so you can taste the meat on its own and add the sauce as required. The hostess was kind and offered my table a round of shots when she heard we were there to celebrate one of our friend's becoming a new Dad. A kind gesture that is exactly the kind of thing that makes a good experience great. The staff were efficient but noticed a distinct drop in service after the hostess left. It's a tough industry but service needs to be an internalised culture, not just when the boss is watching." 307490 "2014-08-20 11:07:58" 2 Good https://www.zomato.com/review/ZPpNqo  1408513078.0
                      1409575909 54046be60d0cee7c7014ef1d 2233830 2397241 74 "Pallav Modi" https://www.zomato.com/users/pallav-modi-2233830  307490 "2014-08-17 23:30:43" 28 "Very Good" https://www.zomato.com/review/ZPEzrk  1408298443.0
                      1409575909 54046be60d0cee7c7014ef1e 163196 2326331 127 "Andy Von Eich" https://www.zomato.com/andymania  307490 "2014-08-15 23:53:28" 41  https://www.zomato.com/review/PKyrea 1 1408127008.0
                      1409575909 54046be70d0cee7c7014ef1f 826202 2316711 1 Tanvi https://www.zomato.com/Tanvisrivastava "Visited summer house on independence day for a fun day out with my girlfriends.. The place was surprisingly empty despite the early weekend. Though, we didnt really regret having the entire indoor section to  ourselves..!The variety of menu choices is good. However, it being a dry day, couldn't really sample any cocktails.The serving of nachos was generous both in terms of the quantity as well as the yummy dollops of melted cheese on it. The kahlua kiss brownie marked the end of a perfect girl's day out.Would definitely like to visit the place again in the evenings." 307490 "2014-08-15 19:01:26" 11 Average https://www.zomato.com/review/KPxGeq  1408109486.0
                      1409575909 54046be70d0cee7c7014ef20 1261723 2276061 35 "Dhruv Jain" https://www.zomato.com/users/dhruv-jain-1261723 "Lively ambience+gud food Mezze Platter a must try" 307490 "2014-08-14 01:46:34" 13 "Very Good" https://www.zomato.com/review/pvpllw  1407960994.0
                      1409575909 54046be70d0cee7c7014ef21 3041320 2094711 19 "Amrita Dhar Roy" https://www.zomato.com/users/amrita-dhar-roy-3041320 "I visited Summer House Cafe yesterday with a group of friends. The entrance looks ordinary however once you climb the stairs, the place looks pretty great. The outdoors looks perfect for early winter nights and the ambience indoors is pretty great as well. What I liked the most is that they allow a decent amount of space between tables to ensure each table has a certain amount of privacy. We reserved a table so had no problem at all.The menu boasts of experimental cocktails which unfortunately were not there on the menu. We settled for Sangria which was yummy while the boys had their scotch. For starters we had the beer batter prawns and the non veg mezze platter consisting of fish, lamb and chicken of which the lamb was excellent as was the prawns while the other two were standard.For the main course we had the shepherd's pie, the lamb chop, honey braised chicken and the stew of which the lamp chop and the honey braised chicken were truly delicious, the stew...read more" 307490 "2014-08-10 08:01:17" 2  https://www.zomato.com/review/KPqwPO  1407637877.0
                      1409575909 54046be70d0cee7c7014ef22 3191756 2035441 11 "Leena Siag" https://www.zomato.com/users/leena-siag-3191756 "so we tried this on a weekend! Insanely crowded but no complaints otherwise!Loved their hummas and fish ! Mezza platter was an absolute delight! Their cocktails surely come with a good punch! Awesome music !Minor grudge : we had to wait for good 20 mins to clear the bill :( but again the place was insanely crowded so yea :)Perfect for chilling with your frens and for some good music and dancing :P" 307490 "2014-08-08 14:53:40" 3 Good https://www.zomato.com/review/ZPxEro  1407489820.0
                      1409575909 54046be70d0cee7c7014ef23 144273 1920481 70 "Sahil 'Bones' ..." https://www.zomato.com/users/sahil-039bones039-144273 "Considering it's on the cusp of the Hauz Khas Village, it's protected from the traffic jams the Village suffers from. It's lovely place with a great ambience offering great food, a good mix of cocktails, great service, and a homely environment fostered by a bunch of regulars. It also attracts great live acts, which is an added bonus.Must try - the Firey Chicken Pasta and the Tom Collins Pitcher." 307490 "2014-08-04 13:20:26" 4 Excellent https://www.zomato.com/review/qzKoOE  1407138626.0
                      1409575909 54046be70d0cee7c7014ef24 3224149 1049926 2 "Barun Bose" https://www.zomato.com/users/barun-bose-3224149 "Couple of weeks back Saturday night , we friends were all stag and we decided to visit this new lounge so called cafe . The interior of the place is very European , just loved it . The music was excellent . Even the food we must say was good , thought service could have been bit better .overall experience was excellent . Looking forward to visit this place again ." 307490 "2014-07-29 15:08:43" 12 Good https://www.zomato.com/review/wPlKg  1406626723.0
