eatery_adddress eatery_cost eatery_cuisine eatery_id eatery_name eatery_F_M_Station  eatery_S_M_Station  eatery_highlights eatery_buffet_price eatery_buffet_details eatery_photos eatery_should_order eatery_popular_reviews eatery_trending eatery_opening_hours eatery_coordinates eatery_rating  eatery_wishlists eatery_title eatery_url converted_epoch eatery_id review_likes review_summary review_text review_time review_url scraped_epoch user_followers user_id user_name user_reviews user_url
     distance name distance name          rating votes              
 Costfor2:Rs.4000 "European, North Indian, Mughlai" 2004 "Indian Accent - The Manor" "3.2 km" "Moolchand Metro Station" "3.4 km" "Kailash Colony Metro Station" "[u'No Home Delivery', u'Dine-In Available', u'Serves Non Veg', u'Serves Alcohol', u'Air Conditioned', u'Wifi Available', u'Outdoor Seating']"   True KeemaKaleji,MincedChicken,TandooriFoieGras,BesanLadooTart,MithaiCheeseCake,WinterFruits,WarmDodaBarfiTreacleTart,HomemadeVanillaBeanIceCream,SlowCookedBabyLambShank,CaliforniaPruneAndMulberryKorma 88 "[u'Outdoor Seating']" "7 AM to 11 AM, 12 Noon to 3 PM, 7 PM to 11 PM" 28.5702190000,77.2566930000 4.6 "602 votes" Legendary 1141 https://www.zomato.com/ncr/indian-accent-the-manor-friends-colony-delhi  2004
                      1409569223 540451cc0d0cee69ad0ae0db 527722 2787361 33 "Mayank Jalan" https://www.zomato.com/Thefoodiemonk "I am usually too lazy to write reviews but this one deserved a special effort. What an axing Sunday afternoon where I have spent the most part of the day being in a good coma. The ghee roast mutton boti was something I will dream of and then lamb shank, mushroom kulcha and last the treacle tart wow. Thank you guys for a great Sunday afternoon and sorry if our food orgasms were too loud for others :-)" 2004 "2014-08-31 18:02:03" 3 Legendary https://www.zomato.com/review/peeQOO  1409488323.0
                      1409569223 540451cc0d0cee69ad0ae0dc 999303 2712481 24 "Sanil Bhatia" https://www.zomato.com/users/sanil-bhatia-999303 "Had heard a lot about Indian Accent, checking it out was definitely on the list. So we went there one weekday evening (recommend reserving a table) and were already impressed by the location of this restaurant. Sitting in a quiet corner of Friends Colony, the culinary experience is something to look forward to. I went all Veg but was quite impressed by the food on my plate. The carefully curated menu by the Chef makes you want to try almost everything on the menu. Though I personally didn't try but I'd recommend you give Chef Tasting Menu a shot. I am doing that the next time I go. Also special mention to the staff being polite and courteous. Added to the entire experience. Only negative was the mosquitoes that made us shift back inside. Outside of that a wonderful experience. Bon Apetit!" 2004 "2014-08-29 02:27:14" 1 Excellent https://www.zomato.com/review/qvzdKo  1409259434.0
                      1409569224 540451cc0d0cee69ad0ae0dd 268697 2685231 3640 Mayank https://www.zomato.com/mayanksinha  2004 "2014-08-27 23:58:57" 452 "Very Good" https://www.zomato.com/review/PYvbde 6 1409164137.0
                      1409569224 540451cc0d0cee69ad0ae0de 1406999 2631391 65 EatPrayLoveFood https://www.zomato.com/eatpraylovefood "I saw a sudden surge of instagram posts which boasted of some amazing delicacies at the Indian Accent and it was on my top 10 list for restaurants to try immediately. On my next 2 trips to Delhi, we somehow couldn't figure out where the place was, or dint have enough time to do full justice to the place; so the third time over I did my research and made sure I had  a reservation for 2. At first glance, I thought it was a usual desi food place with fresh flowers in the decor and of course it was the lavish, gourmet kinda place. But the real experience began only after we were seated comfortably next to a glass wall that overlooked their outdoor space. I must say its a place done up quite simply but the menu of course is nothing short of ELABORATE! The collection of wines is no less either. Since it was our first time here, and we dint know what to order, we asked for their Chef's tasting menu. The food is desi fusion of a very different level. With numbers like...read more" 2004 "2014-08-25 22:24:54" 54  https://www.zomato.com/review/XBzzoZ  1408985694.0
                      1409569224 540451cc0d0cee69ad0ae0df 2019724 2429611 28 "Shreevats Jaipuria" https://www.zomato.com/users/shreevats-jaipuria-2019724 "No words can describe. I think it's the best restaurant in Delhi by a margin." 2004 "2014-08-18 23:33:14" 6 Legendary https://www.zomato.com/review/KPQQyO  1408384994.0
                      1409569224 540451cd0d0cee69ad0ae0e0 3412461 2377241 1 "Nishtha Bansal" https://www.zomato.com/users/nishtha-bansal-3412461 "Excellent service provided by the staff, dishes are very innovative and the food presentation is outstanding. Well trained and friendly staff. Overall a good experience." 2004 "2014-08-17 14:41:48" 2 Excellent https://www.zomato.com/review/ZPEBdY  1408266708.0
                      1409569224 540451cd0d0cee69ad0ae0e1 143261 2359161 60 "Mayank Jain" https://www.zomato.com/users/mayank-jain-143261 "The service, music, feel of the place is fairly good. However, the primary which is food is not up to at least my taste buds. The food was quite oily, and a few dishes had a not so good after taste. All in all not value for money at all, given the highly premium pricing." 2004 "2014-08-16 23:32:23" 1 Average https://www.zomato.com/review/pvLxag 1 1408212143.0
                      1409569224 540451cd0d0cee69ad0ae0e2 128810 2319871 7 "Sonal Bhandari" https://www.zomato.com/users/sonal-bhandari-128810  2004 "2014-08-15 20:47:43" 12 Excellent https://www.zomato.com/review/oQxgZe  1408115863.0
                      1409569224 540451cd0d0cee69ad0ae0e3 1652410 2256291 51 "Aanchal Dhawan" https://www.zomato.com/users/aanchal-dhawan-1652410 "Indian accent is absolutely one of the best restaurants in India . Nestled in this boutique hotel called The Manor in NFC , it's located in the upmarket friends colony . Now the interiors remind me a bit of oh Calcutta! As they gave me that expensive dining room feel . The waiters are impeccably dressed and very very attentive . The man himself , Chef Manish Mehrotra came to our table a couple of times to ask if we were comfortable and enjoying the food . We opted for the chefs tasting menu as that is highly recommended for first timers . What followed were absolute culinary delights . Now staying true to their theme of fusion food , the balance of flavours was absolutely incredible . The flavour combinations were mind blowing and had us salivating for more . We started with the blue cheese naans , the naans were very tiny and absolutely packed with flavour of the slightly smelly but tasty blue cheese , by the time the third dish came I had already rated this...read more" 2004 "2014-08-13 12:04:49" 5  https://www.zomato.com/review/XBvwdm 1 1407911689.0
